STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,Severity
KANSAS,October,Flood,MCPHERSON,1
KANSAS,October,Flood,RICE,1
KANSAS,October,Flood,MCPHERSON,1
KANSAS,October,Flood,RUSSELL,1
KANSAS,October,Flood,ELLSWORTH,1
KANSAS,October,Flood,HARVEY,1
KANSAS,October,Flood,SUMNER,1
KANSAS,October,Flood,SEDGWICK,1
KANSAS,October,Flood,MARION,1
KANSAS,October,Flood,MCPHERSON,1
KANSAS,October,Flood,COWLEY,1
KANSAS,October,Flood,BUTLER,1
KANSAS,October,Flood,HARVEY,1
KANSAS,October,Flood,HARVEY,1
KANSAS,October,Flood,COWLEY,1
KANSAS,October,Flood,CHASE,1
KANSAS,October,Flood,CHAUTAUQUA,1
KANSAS,October,Flood,SEDGWICK,1
KANSAS,October,Flood,SEDGWICK,1
KANSAS,October,Flood,ALLEN,1
KANSAS,October,Flood,BUTLER,1
KANSAS,October,Flood,ELLSWORTH,1
KANSAS,October,Flood,SEDGWICK,1
FLORIDA,April,Tornado,MONROE,1
FLORIDA,May,Tornado,MARTIN,1
